,log_name,drift_or_noise_id,drift_type,drift_attribute,change_trace_index,change_type,drift_traces_index
26231,log_17530_1708943336.xes,drift_1,sudden,change_info_1,"[69, 69, 69, 69]",sudden,[1573]
26232,log_17530_1708943336.xes,drift_2,sudden,change_info_1,"[140, 140, 140, 140]",sudden,[3201]
26233,log_17531_1708943341.xes,drift_1,gradual,change_info_1,"[56, 56, 73, 73]",gradual,"[1839, 2406]"
26234,log_17531_1708943341.xes,drift_2,gradual,change_info_1,"[114, 114, 126, 126]",gradual,"[3748, 4138]"
26235,log_17531_1708943341.xes,drift_3,sudden,change_info_1,"[169, 169, 169, 169]",sudden,[5577]
26236,log_17532_1708943344.xes,drift_1,sudden,change_info_1,"[138, 138, 138, 138]",sudden,[1919]
26237,log_17536_1708943352.xes,drift_1,sudden,change_info_1,"[109, 109, 109, 109]",sudden,[1736]
26238,log_17537_1708943355.xes,drift_1,gradual,change_info_1,"[62, 62, 81, 81]",gradual,"[1661, 2175]"
26239,log_17537_1708943355.xes,drift_2,gradual,change_info_1,"[142, 142, 158, 158]",gradual,"[3813, 4266]"
26240,log_17538_1708943359.xes,drift_1,sudden,change_info_1,"[41, 41, 41, 41]",sudden,[1362]
26241,log_17538_1708943359.xes,drift_2,gradual,change_info_1,"[95, 95, 112, 112]",gradual,"[3220, 3776]"
26242,log_17538_1708943359.xes,drift_3,sudden,change_info_1,"[168, 168, 168, 168]",sudden,[5690]
26243,log_17539_1708943367.xes,drift_1,gradual,change_info_1,"[68, 68, 88, 88]",gradual,"[1959, 2539]"
26244,log_17539_1708943367.xes,drift_2,gradual,change_info_1,"[147, 147, 163, 163]",gradual,"[4248, 4707]"
26245,log_17541_1708943373.xes,drift_1,sudden,change_info_1,"[59, 59, 59, 59]",sudden,[1585]
26246,log_17541_1708943373.xes,drift_2,gradual,change_info_1,"[123, 123, 140, 140]",gradual,"[3311, 3758]"
26247,log_17542_1708943376.xes,drift_1,gradual,change_info_1,"[64, 64, 87, 87]",gradual,"[1594, 2159]"
26248,log_17542_1708943376.xes,drift_2,sudden,change_info_1,"[158, 158, 158, 158]",sudden,[3945]
26249,log_17543_1708943379.xes,drift_1,sudden,change_info_1,"[41, 41, 41, 41]",sudden,[1093]
26250,log_17543_1708943379.xes,drift_2,gradual,change_info_1,"[79, 79, 93, 93]",gradual,"[2115, 2492]"
26251,log_17543_1708943379.xes,drift_3,sudden,change_info_1,"[133, 133, 133, 133]",sudden,[3586]
26252,log_17544_1708943381.xes,drift_1,sudden,change_info_1,"[45, 45, 45, 45]",sudden,[1371]
26253,log_17544_1708943381.xes,drift_2,gradual,change_info_1,"[107, 107, 117, 117]",gradual,"[3298, 3611]"
26254,log_17544_1708943381.xes,drift_3,gradual,change_info_1,"[154, 154, 169, 169]",gradual,"[4762, 5217]"
26255,log_17545_1708943388.xes,drift_1,sudden,change_info_1,"[114, 114, 114, 114]",sudden,[1358]
26256,log_17546_1708943392.xes,drift_1,gradual,change_info_1,"[58, 58, 78, 78]",gradual,"[1500, 2004]"
26257,log_17546_1708943392.xes,drift_2,sudden,change_info_1,"[144, 144, 144, 144]",sudden,[3739]
26258,log_17547_1708943393.xes,drift_1,gradual,change_info_1,"[53, 53, 63, 63]",gradual,"[1510, 1823]"
26259,log_17547_1708943393.xes,drift_2,gradual,change_info_1,"[124, 124, 140, 140]",gradual,"[3569, 4053]"
26260,log_17548_1708943398.xes,drift_1,gradual,change_info_1,"[32, 32, 43, 43]",gradual,"[1124, 1526]"
26261,log_17548_1708943398.xes,drift_2,gradual,change_info_1,"[90, 90, 106, 106]",gradual,"[3233, 3805]"
26262,log_17548_1708943398.xes,drift_3,gradual,change_info_1,"[141, 141, 153, 153]",gradual,"[5069, 5477]"
26263,log_17550_1708943402.xes,drift_1,sudden,change_info_1,"[51, 51, 51, 51]",sudden,[1707]
26264,log_17550_1708943402.xes,drift_2,gradual,change_info_1,"[89, 89, 103, 103]",gradual,"[3002, 3492]"
26265,log_17550_1708943402.xes,drift_3,gradual,change_info_1,"[152, 152, 165, 165]",gradual,"[5165, 5609]"
26266,log_17551_1708943405.xes,drift_1,gradual,change_info_1,"[97, 97, 96, 96]",gradual,"[1728, 2137]"
26267,log_17552_1708943406.xes,drift_1,sudden,change_info_1,"[126, 126, 126, 126]",sudden,[1763]
26268,log_17553_1708943407.xes,drift_1,sudden,change_info_1,"[70, 70, 70, 70]",sudden,[1525]
26269,log_17553_1708943407.xes,drift_2,sudden,change_info_1,"[143, 143, 143, 143]",sudden,[3143]
26270,log_17554_1708943408.xes,drift_1,gradual,change_info_1,"[101, 101, 129, 129]",gradual,"[1615, 2051]"
26271,log_17555_1708943409.xes,drift_1,sudden,change_info_1,"[70, 70, 70, 70]",sudden,[1940]
26272,log_17555_1708943409.xes,drift_2,gradual,change_info_1,"[122, 122, 140, 140]",gradual,"[3414, 3900]"
26273,log_17556_1708943412.xes,drift_1,sudden,change_info_1,"[85, 85, 85, 85]",sudden,[1351]
26274,log_17557_1708943147.xes,drift_1,gradual,change_info_1,"[30, 30, 45, 45]",gradual,"[1015, 1500]"
26275,log_17557_1708943147.xes,drift_2,gradual,change_info_1,"[89, 89, 102, 102]",gradual,"[2998, 3450]"
26276,log_17557_1708943147.xes,drift_3,gradual,change_info_1,"[135, 135, 152, 152]",gradual,"[4579, 5159]"
26277,log_17559_1708943151.xes,drift_1,sudden,change_info_1,"[52, 52, 52, 52]",sudden,[1540]
26278,log_17559_1708943151.xes,drift_2,sudden,change_info_1,"[95, 95, 95, 95]",sudden,[2832]
26279,log_17559_1708943151.xes,drift_3,sudden,change_info_1,"[149, 149, 149, 149]",sudden,[4446]
26280,log_17561_1708943155.xes,drift_1,sudden,change_info_1,"[101, 101, 101, 101]",sudden,[1403]
26281,log_17563_1708943158.xes,drift_1,sudden,change_info_1,"[113, 113, 113, 113]",sudden,[1682]
26282,log_17564_1708943160.xes,drift_1,gradual,change_info_1,"[98, 98, 121, 121]",gradual,"[1750, 2175]"
26283,log_17565_1708943161.xes,drift_1,sudden,change_info_1,"[74, 74, 74, 74]",sudden,[1315]
26284,log_17565_1708943161.xes,drift_2,sudden,change_info_1,"[135, 135, 135, 135]",sudden,[2426]
26285,log_17566_1708943163.xes,drift_1,sudden,change_info_1,"[41, 41, 41, 41]",sudden,[1332]
26286,log_17566_1708943163.xes,drift_2,gradual,change_info_1,"[85, 85, 94, 94]",gradual,"[2773, 3086]"
26287,log_17566_1708943163.xes,drift_3,gradual,change_info_1,"[134, 134, 147, 147]",gradual,"[4399, 4819]"
26288,log_17567_1708943166.xes,drift_1,sudden,change_info_1,"[118, 118, 118, 118]",sudden,[1530]
26289,log_17568_1708943167.xes,drift_1,gradual,change_info_1,"[117, 117, 139, 139]",gradual,"[1984, 2363]"
26290,log_17569_1708943169.xes,drift_1,gradual,change_info_1,"[74, 74, 101, 101]",gradual,"[1248, 1702]"
26291,log_17571_1708943173.xes,drift_1,gradual,change_info_1,"[103, 103, 130, 130]",gradual,"[1944, 2470]"
26292,log_17573_1708943177.xes,drift_1,sudden,change_info_1,"[51, 51, 51, 51]",sudden,[1256]
26293,log_17573_1708943177.xes,drift_2,gradual,change_info_1,"[124, 124, 148, 148]",gradual,"[3096, 3694]"
26294,log_17574_1708943181.xes,drift_1,gradual,change_info_1,"[100, 100, 126, 126]",gradual,"[1996, 2517]"
26295,log_17576_1708943185.xes,drift_1,gradual,change_info_1,"[42, 42, 61, 61]",gradual,"[1085, 1565]"
26296,log_17576_1708943185.xes,drift_2,sudden,change_info_1,"[135, 135, 135, 135]",sudden,[3505]
26297,log_17577_1708943190.xes,drift_1,sudden,change_info_1,"[87, 87, 87, 87]",sudden,[1389]
26298,log_17578_1708943191.xes,drift_1,sudden,change_info_1,"[78, 78, 78, 78]",sudden,[1867]
26299,log_17578_1708943191.xes,drift_2,sudden,change_info_1,"[125, 125, 125, 125]",sudden,[2985]
26300,log_17580_1708943196.xes,drift_1,gradual,change_info_1,"[76, 76, 89, 89]",gradual,"[1959, 2303]"
26301,log_17580_1708943196.xes,drift_2,sudden,change_info_1,"[166, 166, 166, 166]",sudden,[4303]
26302,log_17582_1708943201.xes,drift_1,sudden,change_info_1,"[59, 59, 59, 59]",sudden,[1822]
26303,log_17582_1708943201.xes,drift_2,sudden,change_info_1,"[94, 94, 94, 94]",sudden,[2910]
26304,log_17582_1708943201.xes,drift_3,gradual,change_info_1,"[135, 135, 150, 150]",gradual,"[4160, 4644]"
26305,log_17583_1708943205.xes,drift_1,gradual,change_info_1,"[53, 53, 71, 71]",gradual,"[1271, 1703]"
26306,log_17583_1708943205.xes,drift_2,sudden,change_info_1,"[142, 142, 142, 142]",sudden,[3402]
26307,log_17584_1708943209.xes,drift_1,gradual,change_info_1,"[53, 53, 66, 66]",gradual,"[1984, 2481]"
26308,log_17584_1708943209.xes,drift_2,sudden,change_info_1,"[107, 107, 107, 107]",sudden,[4046]
26309,log_17584_1708943209.xes,drift_3,sudden,change_info_1,"[158, 158, 158, 158]",sudden,[5991]
26310,log_17586_1708943216.xes,drift_1,sudden,change_info_1,"[74, 74, 74, 74]",sudden,[1758]
26311,log_17586_1708943216.xes,drift_2,gradual,change_info_1,"[122, 122, 121, 121]",gradual,"[2904, 3352]"
26312,log_17588_1708943220.xes,drift_1,gradual,change_info_1,"[32, 32, 48, 48]",gradual,"[1087, 1610]"
26313,log_17588_1708943220.xes,drift_2,sudden,change_info_1,"[98, 98, 98, 98]",sudden,[3322]
26314,log_17588_1708943220.xes,drift_3,sudden,change_info_1,"[145, 145, 145, 145]",sudden,[4914]
26315,log_17589_1708943223.xes,drift_1,gradual,change_info_1,"[78, 78, 120, 120]",gradual,"[1008, 1559]"
26316,log_17590_1708943226.xes,drift_1,gradual,change_info_1,"[55, 55, 73, 73]",gradual,"[1309, 1737]"
26317,log_17590_1708943226.xes,drift_2,sudden,change_info_1,"[153, 153, 153, 153]",sudden,[3659]
26318,log_17591_1708943228.xes,drift_1,gradual,change_info_1,"[76, 76, 109, 109]",gradual,"[1137, 1628]"
26319,log_17593_1708943233.xes,drift_1,sudden,change_info_1,"[123, 123, 123, 123]",sudden,[1592]
26320,log_17594_1708943235.xes,drift_1,sudden,change_info_1,"[79, 79, 79, 79]",sudden,[1097]
26321,log_17595_1708943236.xes,drift_1,gradual,change_info_1,"[45, 45, 60, 60]",gradual,"[1545, 2079]"
26322,log_17595_1708943236.xes,drift_2,sudden,change_info_1,"[99, 99, 99, 99]",sudden,[3438]
26323,log_17595_1708943236.xes,drift_3,gradual,change_info_1,"[145, 145, 160, 160]",gradual,"[5045, 5570]"
26324,log_17598_1708943247.xes,drift_1,sudden,change_info_1,"[88, 88, 88, 88]",sudden,[1917]
26325,log_17598_1708943247.xes,drift_2,sudden,change_info_1,"[145, 145, 145, 145]",sudden,[3170]
26326,log_17599_1708943250.xes,drift_1,sudden,change_info_1,"[72, 72, 72, 72]",sudden,[1942]
26327,log_17599_1708943250.xes,drift_2,sudden,change_info_1,"[127, 127, 127, 127]",sudden,[3412]
26328,log_17602_1708943262.xes,drift_1,sudden,change_info_1,"[51, 51, 51, 51]",sudden,[1675]
26329,log_17602_1708943262.xes,drift_2,gradual,change_info_1,"[83, 83, 100, 100]",gradual,"[2729, 3297]"
26330,log_17602_1708943262.xes,drift_3,gradual,change_info_1,"[137, 137, 148, 148]",gradual,"[4510, 4856]"
26331,log_17603_1708943267.xes,drift_1,sudden,change_info_1,"[91, 91, 91, 91]",sudden,[1358]
26332,log_17604_1708943271.xes,drift_1,gradual,change_info_1,"[73, 73, 89, 89]",gradual,"[1951, 2389]"
26333,log_17604_1708943271.xes,drift_2,gradual,change_info_1,"[127, 127, 149, 149]",gradual,"[3422, 4018]"
26334,log_17607_1708943280.xes,drift_1,gradual,change_info_1,"[96, 96, 128, 128]",gradual,"[1521, 2037]"
26335,log_17608_1708943286.xes,drift_1,sudden,change_info_1,"[96, 96, 96, 96]",sudden,[1618]
26336,log_17609_1708943289.xes,drift_1,gradual,change_info_1,"[57, 57, 76, 76]",gradual,"[1356, 1801]"
26337,log_17609_1708943289.xes,drift_2,gradual,change_info_1,"[120, 120, 133, 133]",gradual,"[2869, 3172]"
26338,log_17610_1708943291.xes,drift_1,sudden,change_info_1,"[119, 119, 119, 119]",sudden,[1900]
26339,log_17611_1708943294.xes,drift_1,sudden,change_info_1,"[56, 56, 56, 56]",sudden,[1720]
26340,log_17611_1708943294.xes,drift_2,sudden,change_info_1,"[105, 105, 105, 105]",sudden,[3242]
26341,log_17611_1708943294.xes,drift_3,sudden,change_info_1,"[154, 154, 154, 154]",sudden,[4752]
26342,log_17613_1708943300.xes,drift_1,sudden,change_info_1,"[55, 55, 55, 55]",sudden,[1840]
26343,log_17613_1708943300.xes,drift_2,sudden,change_info_1,"[105, 105, 105, 105]",sudden,[3552]
26344,log_17613_1708943300.xes,drift_3,sudden,change_info_1,"[153, 153, 153, 153]",sudden,[5176]
26345,log_17614_1708943303.xes,drift_1,sudden,change_info_1,"[48, 48, 48, 48]",sudden,[1192]
26346,log_17614_1708943303.xes,drift_2,sudden,change_info_1,"[95, 95, 95, 95]",sudden,[2353]
26347,log_17614_1708943303.xes,drift_3,sudden,change_info_1,"[149, 149, 149, 149]",sudden,[3708]
26348,log_17615_1708943306.xes,drift_1,sudden,change_info_1,"[101, 101, 101, 101]",sudden,[1107]
26349,log_17616_1708943307.xes,drift_1,sudden,change_info_1,"[32, 32, 32, 32]",sudden,[1018]
26350,log_17616_1708943307.xes,drift_2,gradual,change_info_1,"[85, 85, 99, 99]",gradual,"[2711, 3151]"
26351,log_17616_1708943307.xes,drift_3,gradual,change_info_1,"[144, 144, 154, 154]",gradual,"[4581, 4903]"
26352,log_17617_1708943312.xes,drift_1,sudden,change_info_1,"[46, 46, 46, 46]",sudden,[1559]
26353,log_17617_1708943312.xes,drift_2,sudden,change_info_1,"[92, 92, 92, 92]",sudden,[3103]
26354,log_17617_1708943312.xes,drift_3,gradual,change_info_1,"[134, 134, 147, 147]",gradual,"[4541, 4969]"
26355,log_17619_1708943322.xes,drift_1,gradual,change_info_1,"[88, 88, 112, 112]",gradual,"[1838, 2332]"
26356,log_17620_1708943325.xes,drift_1,sudden,change_info_1,"[104, 104, 104, 104]",sudden,[1343]
26357,log_17621_1708943327.xes,drift_1,sudden,change_info_1,"[48, 48, 48, 48]",sudden,[1528]
26358,log_17621_1708943327.xes,drift_2,sudden,change_info_1,"[111, 111, 111, 111]",sudden,[3527]
26359,log_17621_1708943327.xes,drift_3,sudden,change_info_1,"[155, 155, 155, 155]",sudden,[4952]
26360,log_17623_1708943334.xes,drift_1,gradual,change_info_1,"[63, 63, 80, 80]",gradual,"[1429, 1837]"
26361,log_17623_1708943334.xes,drift_2,gradual,change_info_1,"[139, 139, 155, 155]",gradual,"[3189, 3547]"
26362,log_17624_1708943337.xes,drift_1,gradual,change_info_1,"[85, 85, 116, 116]",gradual,"[1274, 1729]"
26363,log_17626_1708943342.xes,drift_1,gradual,change_info_1,"[58, 58, 74, 74]",gradual,"[1377, 1764]"
26364,log_17626_1708943342.xes,drift_2,gradual,change_info_1,"[138, 138, 158, 158]",gradual,"[3298, 3783]"
26365,log_17627_1708943348.xes,drift_1,gradual,change_info_1,"[39, 39, 53, 53]",gradual,"[1395, 1888]"
26366,log_17627_1708943348.xes,drift_2,gradual,change_info_1,"[84, 84, 97, 97]",gradual,"[3005, 3476]"
26367,log_17627_1708943348.xes,drift_3,gradual,change_info_1,"[144, 144, 154, 154]",gradual,"[5154, 5518]"
26368,log_17629_1708943357.xes,drift_1,gradual,change_info_1,"[89, 89, 88, 88]",gradual,"[1584, 1977]"
26369,log_17630_1708943360.xes,drift_1,gradual,change_info_1,"[90, 90, 125, 125]",gradual,"[1249, 1746]"
26370,log_17631_1708943364.xes,drift_1,gradual,change_info_1,"[53, 53, 73, 73]",gradual,"[1579, 2169]"
26371,log_17631_1708943364.xes,drift_2,gradual,change_info_1,"[133, 133, 152, 152]",gradual,"[3983, 4548]"
26372,log_17632_1708943367.xes,drift_1,gradual,change_info_1,"[92, 92, 123, 123]",gradual,"[1283, 1722]"
26373,log_17633_1708943368.xes,drift_1,gradual,change_info_1,"[52, 52, 68, 68]",gradual,"[1552, 2024]"
26374,log_17633_1708943368.xes,drift_2,sudden,change_info_1,"[107, 107, 107, 107]",sudden,[3204]
26375,log_17633_1708943368.xes,drift_3,sudden,change_info_1,"[141, 141, 141, 141]",sudden,[4227]
26376,log_17634_1708943371.xes,drift_1,gradual,change_info_1,"[38, 38, 57, 57]",gradual,"[1048, 1594]"
26377,log_17634_1708943371.xes,drift_2,gradual,change_info_1,"[122, 122, 135, 135]",gradual,"[3389, 3765]"
26378,log_17635_1708943375.xes,drift_1,gradual,change_info_1,"[38, 38, 52, 52]",gradual,"[1404, 1889]"
26379,log_17635_1708943375.xes,drift_2,sudden,change_info_1,"[105, 105, 105, 105]",sudden,[3873]
26380,log_17635_1708943375.xes,drift_3,sudden,change_info_1,"[148, 148, 148, 148]",sudden,[5469]
26381,log_17636_1708943379.xes,drift_1,gradual,change_info_1,"[54, 54, 75, 75]",gradual,"[1396, 1936]"
26382,log_17636_1708943379.xes,drift_2,sudden,change_info_1,"[144, 144, 144, 144]",sudden,[3739]
26383,log_17637_1708943380.xes,drift_1,gradual,change_info_1,"[58, 58, 87, 87]",gradual,"[1088, 1649]"
26384,log_17637_1708943380.xes,drift_2,sudden,change_info_1,"[148, 148, 148, 148]",sudden,[2799]
26385,log_17638_1708943382.xes,drift_1,gradual,change_info_1,"[89, 89, 110, 110]",gradual,"[1510, 1867]"
26386,log_17639_1708943384.xes,drift_1,sudden,change_info_1,"[36, 36, 36, 36]",sudden,[1088]
26387,log_17639_1708943384.xes,drift_2,sudden,change_info_1,"[89, 89, 89, 89]",sudden,[2750]
26388,log_17639_1708943384.xes,drift_3,gradual,change_info_1,"[129, 129, 148, 148]",gradual,"[3986, 4585]"
26389,log_17640_1708943387.xes,drift_1,sudden,change_info_1,"[38, 38, 38, 38]",sudden,[1016]
26390,log_17640_1708943387.xes,drift_2,sudden,change_info_1,"[94, 94, 94, 94]",sudden,[2530]
26391,log_17640_1708943387.xes,drift_3,gradual,change_info_1,"[133, 133, 152, 152]",gradual,"[3565, 4084]"
26392,log_17641_1708943149.xes,drift_1,gradual,change_info_1,"[57, 57, 78, 78]",gradual,"[1348, 1852]"
26393,log_17641_1708943149.xes,drift_2,sudden,change_info_1,"[120, 120, 120, 120]",sudden,[2880]
26394,log_17642_1708943153.xes,drift_1,sudden,change_info_1,"[38, 38, 38, 38]",sudden,[1041]
26395,log_17642_1708943153.xes,drift_2,gradual,change_info_1,"[75, 75, 87, 87]",gradual,"[2095, 2410]"
26396,log_17642_1708943153.xes,drift_3,sudden,change_info_1,"[143, 143, 143, 143]",sudden,[4002]
26397,log_17643_1708943154.xes,drift_1,sudden,change_info_1,"[49, 49, 49, 49]",sudden,[1113]
26398,log_17643_1708943154.xes,drift_2,gradual,change_info_1,"[109, 109, 130, 130]",gradual,"[2504, 2972]"
26399,log_17644_1708943164.xes,drift_1,gradual,change_info_1,"[103, 103, 135, 135]",gradual,"[1737, 2285]"
26400,log_17646_1708943170.xes,drift_1,sudden,change_info_1,"[66, 66, 66, 66]",sudden,[1304]
26401,log_17646_1708943170.xes,drift_2,gradual,change_info_1,"[130, 130, 148, 148]",gradual,"[2594, 2948]"
26402,log_17647_1708943172.xes,drift_1,sudden,change_info_1,"[83, 83, 83, 83]",sudden,[1483]
26403,log_17647_1708943172.xes,drift_2,sudden,change_info_1,"[146, 146, 146, 146]",sudden,[2622]
26404,log_17648_1708943173.xes,drift_1,sudden,change_info_1,"[86, 86, 86, 86]",sudden,[1288]
26405,log_17649_1708943176.xes,drift_1,gradual,change_info_1,"[32, 32, 45, 45]",gradual,"[1100, 1555]"
26406,log_17649_1708943176.xes,drift_2,gradual,change_info_1,"[93, 93, 103, 103]",gradual,"[3227, 3571]"
26407,log_17649_1708943176.xes,drift_3,gradual,change_info_1,"[139, 139, 151, 151]",gradual,"[4861, 5262]"
26408,log_17650_1708943179.xes,drift_1,gradual,change_info_1,"[59, 59, 80, 80]",gradual,"[1402, 1898]"
26409,log_17650_1708943179.xes,drift_2,gradual,change_info_1,"[126, 126, 140, 140]",gradual,"[3017, 3341]"
26410,log_17651_1708943181.xes,drift_1,sudden,change_info_1,"[92, 92, 92, 92]",sudden,[1461]
26411,log_17652_1708943182.xes,drift_1,sudden,change_info_1,"[78, 78, 78, 78]",sudden,[1002]
26412,log_17653_1708943184.xes,drift_1,gradual,change_info_1,"[78, 78, 110, 110]",gradual,"[1080, 1540]"
26413,log_17655_1708943187.xes,drift_1,sudden,change_info_1,"[102, 102, 102, 102]",sudden,[1629]
26414,log_17656_1708943189.xes,drift_1,sudden,change_info_1,"[50, 50, 50, 50]",sudden,[1137]
26415,log_17656_1708943189.xes,drift_2,gradual,change_info_1,"[136, 136, 150, 150]",gradual,"[3112, 3448]"
26416,log_17657_1708943192.xes,drift_1,gradual,change_info_1,"[78, 78, 115, 115]",gradual,"[1006, 1488]"
26417,log_17658_1708943193.xes,drift_1,gradual,change_info_1,"[49, 49, 73, 73]",gradual,"[1069, 1605]"
26418,log_17658_1708943193.xes,drift_2,gradual,change_info_1,"[133, 133, 152, 152]",gradual,"[2910, 3344]"
26419,log_17659_1708943198.xes,drift_1,sudden,change_info_1,"[90, 90, 90, 90]",sudden,[1073]
26420,log_17660_1708943200.xes,drift_1,gradual,change_info_1,"[72, 72, 104, 104]",gradual,"[1222, 1758]"
26421,log_17662_1708943204.xes,drift_1,gradual,change_info_1,"[43, 43, 42, 42]",gradual,"[1092, 1592]"
26422,log_17662_1708943204.xes,drift_2,sudden,change_info_1,"[128, 128, 128, 128]",sudden,[3328]
26423,log_17663_1708943208.xes,drift_1,gradual,change_info_1,"[93, 93, 125, 125]",gradual,"[1484, 1990]"
26424,log_17665_1708943211.xes,drift_1,sudden,change_info_1,"[85, 85, 85, 85]",sudden,[1013]
26425,log_17667_1708943216.xes,drift_1,gradual,change_info_1,"[50, 50, 60, 60]",gradual,"[1733, 2069]"
26426,log_17667_1708943216.xes,drift_2,sudden,change_info_1,"[112, 112, 112, 112]",sudden,[3888]
26427,log_17667_1708943216.xes,drift_3,gradual,change_info_1,"[146, 146, 161, 161]",gradual,"[5093, 5604]"
26428,log_17668_1708943221.xes,drift_1,sudden,change_info_1,"[52, 52, 52, 52]",sudden,[1293]
26429,log_17668_1708943221.xes,drift_2,gradual,change_info_1,"[113, 113, 137, 137]",gradual,"[2811, 3410]"
26430,log_17670_1708943227.xes,drift_1,sudden,change_info_1,"[100, 100, 100, 100]",sudden,[1390]
26431,log_17671_1708943228.xes,drift_1,gradual,change_info_1,"[46, 46, 60, 60]",gradual,"[1880, 2427]"
26432,log_17671_1708943228.xes,drift_2,gradual,change_info_1,"[106, 106, 116, 116]",gradual,"[4333, 4740]"
26433,log_17671_1708943228.xes,drift_3,sudden,change_info_1,"[158, 158, 158, 158]",sudden,[6445]
26434,log_17672_1708943234.xes,drift_1,gradual,change_info_1,"[48, 48, 61, 61]",gradual,"[1822, 2284]"
26435,log_17672_1708943234.xes,drift_2,gradual,change_info_1,"[90, 90, 105, 105]",gradual,"[3397, 3974]"
26436,log_17672_1708943234.xes,drift_3,gradual,change_info_1,"[149, 149, 157, 157]",gradual,"[5631, 5947]"
26437,log_17674_1708943239.xes,drift_1,sudden,change_info_1,"[94, 94, 94, 94]",sudden,[1497]
26438,log_17676_1708943244.xes,drift_1,sudden,change_info_1,"[103, 103, 103, 103]",sudden,[1021]
26439,log_17677_1708943247.xes,drift_1,sudden,change_info_1,"[89, 89, 89, 89]",sudden,[1148]
26440,log_17678_1708943249.xes,drift_1,sudden,change_info_1,"[52, 52, 52, 52]",sudden,[1715]
26441,log_17678_1708943249.xes,drift_2,sudden,change_info_1,"[91, 91, 91, 91]",sudden,[2982]
26442,log_17678_1708943249.xes,drift_3,sudden,change_info_1,"[149, 149, 149, 149]",sudden,[4890]
26443,log_17679_1708943252.xes,drift_1,gradual,change_info_1,"[95, 95, 134, 134]",gradual,"[1423, 2005]"
26444,log_17680_1708943253.xes,drift_1,sudden,change_info_1,"[55, 55, 55, 55]",sudden,[1044]
26445,log_17680_1708943253.xes,drift_2,sudden,change_info_1,"[150, 150, 150, 150]",sudden,[2849]
26446,log_17681_1708943255.xes,drift_1,gradual,change_info_1,"[43, 43, 54, 54]",gradual,"[1414, 1771]"
26447,log_17681_1708943255.xes,drift_2,sudden,change_info_1,"[86, 86, 86, 86]",sudden,[2824]
26448,log_17681_1708943255.xes,drift_3,gradual,change_info_1,"[134, 134, 147, 147]",gradual,"[4406, 4831]"
26449,log_17682_1708943258.xes,drift_1,gradual,change_info_1,"[62, 62, 75, 75]",gradual,"[1467, 1791]"
26450,log_17682_1708943258.xes,drift_2,sudden,change_info_1,"[138, 138, 138, 138]",sudden,[3299]
26451,log_17683_1708943261.xes,drift_1,sudden,change_info_1,"[50, 50, 50, 50]",sudden,[1687]
26452,log_17683_1708943261.xes,drift_2,gradual,change_info_1,"[105, 105, 114, 114]",gradual,"[3556, 3861]"
26453,log_17683_1708943261.xes,drift_3,gradual,change_info_1,"[146, 146, 155, 155]",gradual,"[4948, 5250]"
26454,log_17684_1708943267.xes,drift_1,gradual,change_info_1,"[69, 69, 97, 97]",gradual,"[1234, 1733]"
26455,log_17685_1708943271.xes,drift_1,sudden,change_info_1,"[130, 130, 130, 130]",sudden,[1810]
26456,log_17687_1708943278.xes,drift_1,sudden,change_info_1,"[74, 74, 74, 74]",sudden,[1984]
26457,log_17687_1708943278.xes,drift_2,gradual,change_info_1,"[123, 123, 145, 145]",gradual,"[3320, 3890]"
26458,log_17688_1708943285.xes,drift_1,gradual,change_info_1,"[56, 56, 78, 78]",gradual,"[1335, 1869]"
26459,log_17688_1708943285.xes,drift_2,sudden,change_info_1,"[142, 142, 142, 142]",sudden,[3402]
26460,log_17689_1708943288.xes,drift_1,gradual,change_info_1,"[71, 71, 89, 89]",gradual,"[1905, 2390]"
26461,log_17689_1708943288.xes,drift_2,sudden,change_info_1,"[152, 152, 152, 152]",sudden,[4083]
26462,log_17690_1708943291.xes,drift_1,gradual,change_info_1,"[85, 85, 109, 109]",gradual,"[1782, 2282]"
26463,log_17692_1708943298.xes,drift_1,gradual,change_info_1,"[92, 92, 120, 120]",gradual,"[1459, 1906]"
26464,log_17694_1708943304.xes,drift_1,gradual,change_info_1,"[47, 47, 67, 67]",gradual,"[1106, 1597]"
26465,log_17694_1708943304.xes,drift_2,sudden,change_info_1,"[125, 125, 125, 125]",sudden,[2985]
26466,log_17695_1708943307.xes,drift_1,gradual,change_info_1,"[100, 100, 99, 99]",gradual,"[1386, 1699]"
26467,log_17697_1708943317.xes,drift_1,sudden,change_info_1,"[59, 59, 59, 59]",sudden,[1803]
26468,log_17697_1708943317.xes,drift_2,gradual,change_info_1,"[114, 114, 124, 124]",gradual,"[3522, 3836]"
26469,log_17697_1708943317.xes,drift_3,sudden,change_info_1,"[170, 170, 170, 170]",sudden,[5245]
26470,log_17698_1708943320.xes,drift_1,gradual,change_info_1,"[47, 47, 62, 62]",gradual,"[1405, 1851]"
26471,log_17698_1708943320.xes,drift_2,gradual,change_info_1,"[121, 121, 141, 141]",gradual,"[3623, 4202]"
26472,log_17699_1708943324.xes,drift_1,gradual,change_info_1,"[83, 83, 112, 112]",gradual,"[1489, 2001]"
26473,log_17700_1708943327.xes,drift_1,sudden,change_info_1,"[69, 69, 69, 69]",sudden,[1500]
26474,log_17700_1708943327.xes,drift_2,sudden,change_info_1,"[128, 128, 128, 128]",sudden,[2809]
